School ID,Name of School,Street Address,City,State,ZIP Code,CPS Performance Policy Level,CPS Performance Policy Status,Probation Length,"My Voice, My School Overall Rating",Student Response Rate,Teacher Response Rate,Involved Family,Supportive Environment,Ambitious Instruction,Effective Leaders,Collaborative Teachers,Safe,School Community,Parent-Teacher Partnership,Quality of Facilities,Healthy Schools Certification,Creative Schools Certification,NWEA Reading Growth Percentile All Grades,NWEA Reading Growth Percentile Grade 3,NWEA Reading Growth Percentile Grade 4,NWEA Reading Growth Percentile Grade 5,NWEA Reading Growth Percentile Grade 6,NWEA Reading Growth Percentile Grade 7,NWEA Reading Growth Percentile Grade 8,NWEA Math Growth All Grades,NWEA Math Growth Grade 3,NWEA Math Growth Grade 4,NWEA Math Growth Grade 5,NWEA Math Growth Grade 6,NWEA Math Growth Grade 7,NWEA Math Growth Grade 8,NWEA Reading Attainment Percentile All Grades,NWEA Reading Attainment Percentile Grade 2,NWEA Reading Attainment Percentile Grade 3,NWEA Reading Attainment Percentile Grade 4,NWEA Reading Attainment Percentile Grade 5,NWEA Reading Attainment Percentile Grade 6,NWEA Reading Attainment Percentile Grade 7,NWEA Reading Attainment Percentile Grade 8,NWEA Math Attainment Percentile All Grades,NWEA Math Attainment Percentile Grade 2,NWEA Math Attainment Percentile Grade 3,NWEA Math Attainment Percentile Grade 4,NWEA Math Attainment Percentile Grade 5,NWEA Math Attainment Percentile Grade 6,NWEA Math Attainment Percentile Grade 7,NWEA Math Attainment Percentile Grade 8,EPAS Growth Percentile,EXPLORE Growth Percentile Grade 9,Plan Growth Percentile Grade 10,ACT Growth Percentile Grade 11,EPAS Attainment Percentile,EXPLORE Attainment Percentile Grade 9,PLAN Attainment Percentile Grade 10,Grade ACT Attainment Percentile Grade 11,EXPLORE Spring 2013 Average Grade 9,EXPLORE Spring 2013 Average Grade 10,EXPLORE Fall 2011 Average Grade 9,PLAN Fall 2012 Average Grade 10,ACT Spring 2013 Average Grade 11,Freshmen-on-Track Rate Percentage 2013,Freshmen-on-Track Rate Percentage 2012,4-Year Graduation Rate Percentage 2013,4-Year Graduation Rate Percentage 2012,5-Year Graduation Rate Percentage 2013,5-Year Graduation Rate Percentage 2012,College Enrollment Rate Percentage 2013,College Enrollment Rate Percentage 2012,College Persistence Rate Percentage 2013,College Persistence Rate Percentage 2012,Suspensions Per 100 2013,Suspensions Per 100 2012,Percentage of Misconducts Resulting in Suspension 2013,Percentage of Misconducts Resulting in Suspension 2012,Average Length of Suspensions 2013,Average Length of Suspensions 2012,Student Attendance Percentage 2013,Student Attendance Percentage 2012,Teacher Attendance Percentage 2013,Teacher Attendance Percentage 2012,Gr3-8 On-Track Percentage 2013,One-Year DropOut Rate Percentage 2013,One-Year DropOut Rate Percentage 2012,X Coordinate,Y Coordinate,Longitude,Latitude,Location,Zip Codes
610566,Magic Johnson Bridgescape Academy North Lawndale,3222 W Roosevelt Rd,Chicago,IL,60624,LEVEL 2,NOT ON PROBATION,-1.0,NOT ENOUGH DATA,71.6,81.5,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,INCOMPLETE DATA,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,36.0,68.0,8.0,42.0,17.0,22.0,19.5,15.5,14.8,15.1,13.6,15.0,16.05,83.15,-1.0,63.4,63.2,70.6,68.85,53.7,56.6,64.3,67.8,17.0,1.5,45.15,-1.0,2.9,-1.0,88.1,89.4,94.8,95.3,-1.0,3.3,4.4,1154962.707,1894567.775,41.86650545,-87.70659034,"{'latitude': '-87.70659034', 'longitude': '41.86650545'}",Not Available
610357,Spry Community Links High School,2400 S Marshall Blvd,Chicago,IL,60623,LEVEL 2,NOT ON PROBATION,-1.0,ORGANIZED,96.8,100.0,NEUTRAL,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,STRONG,STRONG,NEUTRAL,NOT CERTIFIED,INCOMPLETE DATA,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,36.0,68.0,29.0,27.0,24.0,26.0,29.0,21.0,14.8,15.8,14.8,16.2,16.8,85.5,100.0,86.7,71.0,81.0,87.1,54.4,55.3,71.4,66.7,24.5,18.2,45.9,24.5,2.6,3.5,91.4,94.1,95.6,96.6,-1.0,0.5,0.8,1157044.911,1887895.675,41.84815451,-87.69912725,"{'latitude': '-87.69912725', 'longitude': '41.84815451'}",Not Available
610547,South Shore Intl College Prep High School,1955 E 75th St,Chicago,IL,60649,NOT ENOUGH DATA,NOT ON PROBATION,-1.0,ORGANIZED,79.7,63.9,NEUTRAL,NEUTRAL,STRONG,NEUTRAL,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,VERY STRONG,NOT CERTIFIED,INCOMPLETE DATA,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,33.0,59.0,20.0,42.0,28.0,38.0,21.0,15.5,16.1,15.3,13.6,15.0,16.05,94.1,77.4,63.4,63.2,70.6,68.85,53.7,56.6,64.3,67.8,14.5,64.9,59.3,64.2,4.0,4.8,88.8,85.3,93.1,94.2,-1.0,3.1,2.7,1190778.553,1855593.152,41.75876403,-87.57636891,"{'latitude': '-87.57636891', 'longitude': '41.75876403'}",Not Available
400108,Chicago Intl Charter - Larry Hawkins,801 E 133rd Pl,Chicago,IL,60827,LEVEL 3,NOT APPLICABLE,-1.0,NOT YET ORGANIZED,84.5,80.7,WEAK,NEUTRAL,NEUTRAL,WEAK,VERY WEAK,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,INCOMPLETE DATA,32.0,-1.0,-1.0,-1.0,-1.0,1.0,88.0,94.0,-1.0,-1.0,-1.0,-1.0,47.0,94.0,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,20.0,7.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,15.0,32.0,97.0,0.0,42.0,7.0,11.0,6.0,5.0,13.9,13.2,12.7,14.0,14.0,83.15,-1.0,63.4,63.2,70.6,68.85,47.7,34.8,70.0,67.8,17.0,1.5,45.15,-1.0,2.9,-1.0,83.0,99.4,94.8,95.3,-1.0,11.3,16.6,1184160.335,1817039.44,41.65312508,-87.60182419,"{'latitude': '-87.60182419', 'longitude': '41.65312508'}",Not Available
400062,Perspectives Charter - Calumet Technology,8131 S May St,Chicago,IL,60620,LEVEL 3,NOT APPLICABLE,-1.0,PARTIALLY ORGANIZED,88.2,85.0,NEUTRAL,NEUTRAL,STRONG,WEAK,WEAK,WEAK,STRONG,STRONG,NEUTRAL,NOT CERTIFIED,INCOMPLETE DATA,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17.0,41.0,5.0,34.0,15.0,12.0,18.0,14.0,14.0,15.0,13.1,15.0,15.9,83.15,-1.0,56.2,62.8,69.6,68.9,67.0,75.6,69.6,64.5,17.0,1.5,45.15,-1.0,2.9,-1.0,99.0,92.1,94.8,95.3,-1.0,8.8,8.6,1170110.866,1850746.04,41.74593699,-87.65225489,"{'latitude': '-87.65225489', 'longitude': '41.74593699'}",Not Available
400097,Noble Street Charter - Chicago Bulls College,2040 W Adams St,Chicago,IL,60612,LEVEL 1,NOT APPLICABLE,-1.0,WELL-ORGANIZED,57.9,70.5,NEUTRAL,STRONG,VERY STRONG,STRONG,STRONG,STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,INCOMPLETE DATA,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,65.0,88.0,8.0,58.0,65.0,26.0,19.5,66.0,15.3,15.1,14.2,16.8,20.9,83.15,-1.0,78.9,63.2,70.6,68.85,53.7,56.6,64.3,67.8,17.0,1.5,45.15,-1.0,2.9,-1.0,93.2,91.9,94.8,95.3,-1.0,3.6,4.5,1162659.956,1899118.768,41.8788361,-87.67820542,"{'latitude': '-87.67820542', 'longitude': '41.8788361'}",Not Available
400102,Urban Prep Academy for Young Men - West,1326 W 14th Pl,Chicago,IL,60608,LEVEL 3,NOT APPLICABLE,-1.0,ORGANIZED,36.1,100.0,STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,STRONG,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,INCOMPLETE DATA,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,36.0,68.0,8.0,42.0,19.0,22.0,19.5,19.0,14.8,15.1,13.1,15.7,16.6,83.15,-1.0,51.2,63.2,70.6,68.85,53.7,56.6,64.3,67.8,17.0,1.5,45.15,-1.0,2.9,-1.0,91.5,90.5,94.8,95.3,-1.0,9.0,8.9,1167633.713,1893228.602,41.86256737,-87.66011242,"{'latitude': '-87.66011242', 'longitude': '41.86256737'}",Not Available
400127,YCCS-Austin Career Education Center HS,5352 W Chicago Ave,Chicago,IL,60651,LEVEL 2,NOT ON PROBATION,-1.0,ORGANIZED,59.1,70.0,NOT ENOUGH DATA,STRONG,STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,INCOMPLETE DATA,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,34.0,68.0,8.0,34.0,3.0,22.0,19.5,3.0,14.8,15.1,13.6,15.0,13.1,83.15,-1.0,63.4,63.2,70.6,68.85,53.7,56.6,64.3,67.8,17.0,1.5,45.15,-1.0,2.9,-1.0,74.6,89.4,94.8,95.3,-1.0,32.4,4.4,1140287.844,1904850.5,41.89500392,-87.76021182,"{'latitude': '-87.76021182', 'longitude': '41.89500392'}",Not Available
400051,Noble Street Charter - Noble Street College Prep,1010 N Noble St,Chicago,IL,60642,LEVEL 1,NOT APPLICABLE,-1.0,WELL-ORGANIZED,93.3,82.8,STRONG,STRONG,VERY STRONG,STRONG,STRONG,STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,INCOMPLETE DATA,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,50.0,68.0,8.0,50.0,58.0,22.0,19.5,58.0,14.8,15.1,14.6,17.1,20.4,83.15,-1.0,73.3,84.1,85.6,84.1,77.4,83.8,66.7,75.0,17.0,1.5,45.15,-1.0,2.9,-1.0,95.4,96.4,94.8,95.3,-1.0,0.6,2.3,1166831.344,1906934.558,41.9001948,-87.66266462,"{'latitude': '-87.66266462', 'longitude': '41.9001948'}",Not Available
610571,Ombudsman #3,5050 N Broadway,Chicago,IL,60640,LEVEL 2,NOT ON PROBATION,-1.0,NOT ENOUGH DATA,71.6,81.5,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,INCOMPLETE DATA,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,36.0,68.0,8.0,42.0,17.0,22.0,19.5,15.5,14.8,15.1,13.6,15.0,16.05,83.15,-1.0,63.4,63.2,70.6,68.85,53.7,56.6,64.3,67.8,17.0,1.5,45.15,-1.0,2.9,-1.0,88.1,89.4,94.8,95.3,-1.0,3.3,4.4,1167357.302,1933882.339,41.97412953,-87.6599553,"{'latitude': '-87.6599553', 'longitude': '41.97412953'}",Not Available
609726,Gwendolyn Brooks College Preparatory Academy HS,250 E 111th St,Chicago,IL,60628,LEVEL 1,NOT ON PROBATION,-1.0,MODERATELY ORGANIZED,79.8,60.4,WEAK,NEUTRAL,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,STRONG,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,45.0,88.0,8.0,42.0,81.0,86.0,84.0,74.0,19.3,20.2,18.2,19.2,21.8,95.9,92.6,83.8,84.7,85.7,88.2,80.1,85.3,90.7,86.4,8.2,1.5,84.7,8.6,3.6,3.7,88.9,90.1,94.4,95.3,-1.0,0.8,0.9,1180061.781,1831459.213,41.69278956,-87.61638144,"{'latitude': '-87.61638144', 'longitude': '41.69278956'}",Not Available
609744,Northside Learning Center High School,3730 W Bryn Mawr Ave,Chicago,IL,60659,LEVEL 2,NOT ON PROBATION,-1.0,WELL-ORGANIZED,92.7,89.5,VERY STRONG,STRONG,STRONG,NEUTRAL,STRONG,VERY STRONG,VERY STRONG,VERY STRONG,STRONG,NOT CERTIFIED,EMERGING,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,36.0,68.0,8.0,42.0,17.0,22.0,19.5,15.5,14.8,15.1,13.6,15.0,16.05,83.15,-1.0,0.0,0.0,0.0,3.8,2.5,2.8,64.3,67.8,11.0,7.7,75.6,-1.0,1.5,-1.0,90.4,91.4,94.4,95.5,-1.0,0.0,0.0,1150357.037,1936987.496,41.98299994,-87.72238881,"{'latitude': '-87.72238881', 'longitude': '41.98299994'}",Not Available
610384,Infinity Math Science and Technology High School,3120 S Kostner Ave,Chicago,IL,60623,LEVEL 1,NOT ON PROBATION,-1.0,WELL-ORGANIZED,98.5,96.6,STRONG,VERY STRONG,VERY STRONG,STRONG,NEUTRAL,STRONG,NEUTRAL,STRONG,STRONG,NOT CERTIFIED,DEVELOPING,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,36.0,92.0,20.0,8.0,40.0,47.0,42.0,35.0,16.5,16.9,15.2,16.7,18.2,97.3,99.1,84.7,83.3,83.3,81.2,53.0,61.4,53.3,68.3,5.4,6.3,91.7,82.8,3.6,4.8,93.6,93.5,95.9,95.6,-1.0,0.5,0.8,1147521.302,1883405.128,41.83601953,-87.73419465,"{'latitude': '-87.73419465', 'longitude': '41.83601953'}",Not Available
400057,Noble Street Charter - UIC College Prep,1231 S Damen Ave,Chicago,IL,60608,LEVEL 1,NOT APPLICABLE,-1.0,WELL-ORGANIZED,58.0,72.7,VERY STRONG,STRONG,VERY STRONG,VERY STRONG,VERY STRONG,STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,INCOMPLETE DATA,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,34.0,68.0,8.0,34.0,72.0,22.0,19.5,72.0,14.8,15.1,15.2,17.6,21.7,83.15,-1.0,74.1,76.5,84.3,68.85,55.4,56.6,64.3,67.8,17.0,1.5,45.15,-1.0,2.9,-1.0,95.7,95.6,94.8,95.3,-1.0,1.9,3.3,1163276.885,1894372.886,41.86580003,-87.67607361,"{'latitude': '-87.67607361', 'longitude': '41.86580003'}",Not Available
400118,Noble Street Charter School - Purple,931 S Homan Ave,Chicago,IL,60624,NOT ENOUGH DATA,NOT APPLICABLE,-1.0,ORGANIZED,56.2,70.0,NOT ENOUGH DATA,STRONG,VERY STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,INCOMPLETE DATA,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,36.0,68.0,8.0,42.0,17.0,22.0,19.5,15.5,14.8,15.1,13.6,15.0,16.05,83.15,-1.0,63.4,63.2,70.6,68.85,53.7,56.6,64.3,67.8,17.0,1.5,45.15,-1.0,2.9,-1.0,91.3,89.4,94.8,95.3,-1.0,5.7,4.4,1153893.093,1895583.826,41.86931497,-87.71048996,"{'latitude': '-87.71048996', 'longitude': '41.86931497'}",Not Available
609708,Edwin G Foreman High School,3235 N LeClaire Ave,Chicago,IL,60641,LEVEL 2,NOT ON PROBATION,-1.0,NOT YET ORGANIZED,51.0,76.9,WEAK,WEAK,NEUTRAL,NEUTRAL,WEAK,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,EXCELLING,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,24.0,50.0,13.0,27.0,13.0,16.0,15.0,10.0,14.0,14.5,12.7,14.1,15.0,77.9,68.7,52.6,57.5,66.9,58.5,39.3,40.0,56.7,61.9,25.0,22.9,41.7,35.2,2.3,3.7,85.2,82.1,93.7,95.2,-1.0,0.4,3.1,1141833.359,1921189.138,41.93981043,-87.7541302,"{'latitude': '-87.7541302', 'longitude': '41.93981043'}",Not Available
610340,Chicago Academy High School,3400 N Austin Ave,Chicago,IL,60634,LEVEL 2,NOT ON PROBATION,-1.0,WELL-ORGANIZED,88.2,100.0,NEUTRAL,STRONG,STRONG,STRONG,NEUTRAL,STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,INCOMPLETE DATA,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,79.0,98.0,13.0,42.0,40.0,52.0,36.0,34.0,16.8,16.4,14.7,16.3,18.0,86.6,82.2,69.5,62.1,74.8,71.0,80.0,74.2,73.0,71.0,14.9,15.2,8.9,4.5,2.2,2.6,92.7,93.6,95.9,95.6,-1.0,5.2,4.0,1135740.091,1922002.941,41.94215439,-87.77650575,"{'latitude': '-87.77650575', 'longitude': '41.94215439'}",Not Available
609678,William Jones College Preparatory High School,700 S State St,Chicago,IL,60605,LEVEL 1,NOT ON PROBATION,-1.0,ORGANIZED,84.4,76.4,STRONG,STRONG,VERY STRONG,NEUTRAL,WEAK,VERY STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,EXCELLING,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,85.0,95.0,13.0,89.0,98.0,98.0,98.0,97.0,21.8,23.0,20.5,22.1,26.3,98.6,98.0,89.3,91.0,91.4,87.1,88.5,87.8,93.5,92.2,0.3,3.6,12.5,10.6,5.3,4.5,93.4,93.9,95.1,95.3,-1.0,1.0,1.5,1176428.317,1897119.1,41.87304937,-87.62771142,"{'latitude': '-87.62771142', 'longitude': '41.87304937'}",Not Available
400073,Betty Shabazz Intl Charter - DuSable Leadership,4934 S Wabash Ave,Chicago,IL,60615,LEVEL 3,NOT APPLICABLE,-1.0,NOT ENOUGH DATA,0.7,0.0,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,INCOMPLETE DATA,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,3.0,1.0,42.0,6.0,2.0,8.0,8.0,12.1,13.7,12.6,13.6,14.9,83.15,-1.0,62.4,59.0,68.1,66.0,54.5,63.5,66.7,59.2,17.0,1.5,45.15,-1.0,2.9,-1.0,99.3,89.2,94.8,95.3,-1.0,5.0,10.9,1177513.255,1872170.444,41.80456384,-87.62448408,"{'latitude': '-87.62448408', 'longitude': '41.80456384'}",Not Available
610394,Uplift Community High School,900 W Wilson Ave,Chicago,IL,60640,LEVEL 2,NOT ON PROBATION,-1.0,ORGANIZED,74.1,91.2,NEUTRAL,STRONG,NEUTRAL,WEAK,STRONG,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,DEVELOPING,20.0,-1.0,-1.0,-1.0,-1.0,-1.0,20.0,56.0,-1.0,-1.0,-1.0,-1.0,-1.0,56.0,23.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,23.0,54.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,54.0,35.0,98.0,1.0,50.0,20.0,24.0,19.0,21.0,15.1,15.2,14.0,15.2,16.8,82.9,84.8,80.2,81.2,86.0,70.7,63.4,67.3,61.3,63.8,80.0,51.6,80.1,43.1,2.9,3.2,86.9,90.3,95.3,95.1,55.6,1.1,2.8,1169403.401,1930780.685,41.96557412,-87.65252191,"{'latitude': '-87.65252191', 'longitude': '41.96557412'}",Not Available
610563,Back of the Yards IB HS,"2111 W 47th St Chicago, IL 6060",Chicago,IL,60609,NOT ENOUGH DATA,NOT APPLICABLE,-1.0,NOT ENOUGH DATA,71.6,81.5,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,INCOMPLETE DATA,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,36.0,68.0,8.0,42.0,17.0,22.0,19.5,15.5,14.8,15.1,13.6,15.0,16.05,83.15,-1.0,63.4,63.2,70.6,68.85,53.7,56.6,64.3,67.8,17.0,1.5,45.15,-1.0,2.9,-1.0,88.1,89.4,94.8,95.3,-1.0,3.3,4.4,1163029.117,1873447.745,41.80838442,-87.67756964,"{'latitude': '-87.67756964', 'longitude': '41.80838442'}",Not Available
609723,John Marshall Metropolitan High School,3250 W Adams St,Chicago,IL,60624,LEVEL 3,ON PROBATION,18.0,PARTIALLY ORGANIZED,95.9,98.2,NEUTRAL,NEUTRAL,STRONG,WEAK,WEAK,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NOT CERTIFIED,DEVELOPING,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,13.0,24.0,39.0,8.0,7.0,4.0,13.0,6.0,12.6,14.5,12.1,13.8,14.2,56.2,57.6,31.1,33.8,40.5,48.2,46.5,41.3,46.8,52.8,116.5,82.3,22.2,28.0,2.1,3.1,75.1,77.4,94.1,93.9,-1.0,12.3,13.0,1154542.583,1898925.511,41.87847194,-87.70801612,"{'latitude': '-87.70801612', 'longitude': '41.87847194'}",Not Available
609738,Lincoln Park High School,2001 N Orchard St,Chicago,IL,60614,LEVEL 1,NOT ON PROBATION,-1.0,ORGANIZED,82.2,48.8,NOT ENOUGH DATA,NEUTRAL,STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,EXCELLING,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,37.0,59.0,13.0,50.0,77.0,72.0,80.0,77.0,18.2,19.8,18.2,19.4,22.1,84.1,76.5,77.9,77.7,82.6,73.1,71.2,79.5,84.6,85.1,22.4,20.8,34.7,38.6,3.2,3.3,87.3,86.3,94.8,95.6,-1.0,1.9,3.5,1171322.336,1913569.392,41.91830362,-87.64597389,"{'latitude': '-87.64597389', 'longitude': '41.91830362'}",Not Available
