School ID,Name of School,Street Address,City,State,ZIP Code,CPS Performance Policy Level,CPS Performance Policy Status,Probation Length,"My Voice, My School Overall Rating",Student Response Rate,Teacher Response Rate,Involved Family,Supportive Environment,Ambitious Instruction,Effective Leaders,Collaborative Teachers,Safe,School Community,Parent-Teacher Partnership,Quality of Facilities,Healthy Schools Certification,Creative Schools Certification,NWEA Reading Growth Percentile All Grades,NWEA Reading Growth Percentile Grade 3,NWEA Reading Growth Percentile Grade 4,NWEA Reading Growth Percentile Grade 5,NWEA Reading Growth Percentile Grade 6,NWEA Reading Growth Percentile Grade 7,NWEA Reading Growth Percentile Grade 8,NWEA Math Growth All Grades,NWEA Math Growth Grade 3,NWEA Math Growth Grade 4,NWEA Math Growth Grade 5,NWEA Math Growth Grade 6,NWEA Math Growth Grade 7,NWEA Math Growth Grade 8,NWEA Reading Attainment Percentile All Grades,NWEA Reading Attainment Percentile Grade 2,NWEA Reading Attainment Percentile Grade 3,NWEA Reading Attainment Percentile Grade 4,NWEA Reading Attainment Percentile Grade 5,NWEA Reading Attainment Percentile Grade 6,NWEA Reading Attainment Percentile Grade 7,NWEA Reading Attainment Percentile Grade 8,NWEA Math Attainment Percentile All Grades,NWEA Math Attainment Percentile Grade 2,NWEA Math Attainment Percentile Grade 3,NWEA Math Attainment Percentile Grade 4,NWEA Math Attainment Percentile Grade 5,NWEA Math Attainment Percentile Grade 6,NWEA Math Attainment Percentile Grade 7,NWEA Math Attainment Percentile Grade 8,EPAS Growth Percentile,EXPLORE Growth Percentile Grade 9,Plan Growth Percentile Grade 10,ACT Growth Percentile Grade 11,EPAS Attainment Percentile,EXPLORE Attainment Percentile Grade 9,PLAN Attainment Percentile Grade 10,Grade ACT Attainment Percentile Grade 11,EXPLORE Spring 2013 Average Grade 9,EXPLORE Spring 2013 Average Grade 10,EXPLORE Fall 2011 Average Grade 9,PLAN Fall 2012 Average Grade 10,ACT Spring 2013 Average Grade 11,Freshmen-on-Track Rate Percentage 2013,Freshmen-on-Track Rate Percentage 2012,4-Year Graduation Rate Percentage 2013,4-Year Graduation Rate Percentage 2012,5-Year Graduation Rate Percentage 2013,5-Year Graduation Rate Percentage 2012,College Enrollment Rate Percentage 2013,College Enrollment Rate Percentage 2012,College Persistence Rate Percentage 2013,College Persistence Rate Percentage 2012,Suspensions Per 100 2013,Suspensions Per 100 2012,Percentage of Misconducts Resulting in Suspension 2013,Percentage of Misconducts Resulting in Suspension 2012,Average Length of Suspensions 2013,Average Length of Suspensions 2012,Student Attendance Percentage 2013,Student Attendance Percentage 2012,Teacher Attendance Percentage 2013,Teacher Attendance Percentage 2012,Gr3-8 On-Track Percentage 2013,One-Year DropOut Rate Percentage 2013,One-Year DropOut Rate Percentage 2012,X Coordinate,Y Coordinate,Longitude,Latitude,Location,Zip Codes
609692,Neal F Simeon Career Academy High School,8147 S Vincennes Ave,Chicago,IL,60620,LEVEL 2,ON PROBATION,10.0,ORGANIZED,51.5,64.0,NEUTRAL,NEUTRAL,NEUTRAL,STRONG,NEUTRAL,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,DEVELOPING,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,28.0,50.0,20.0,27.0,22.0,23.0,24.0,20.0,15.1,15.7,14.1,15.3,16.7,77.3,66.7,70.4,74.1,79.0,73.5,67.0,75.5,67.1,70.8,29.0,24.3,36.8,97.3,3.1,4.0,83.6,80.6,93.5,94.6,-1.0,2.9,4.6,1174719.074,1850730.192,41.74579217,-87.63537,"{'latitude': '-87.63537', 'longitude': '41.74579217'}",Not Available
610245,Frederick A Douglass Academy High School,543 N Waller Ave,Chicago,IL,60644,LEVEL 3,ON PROBATION,6.0,PARTIALLY ORGANIZED,77.2,90.5,WEAK,WEAK,NEUTRAL,NEUTRAL,NEUTRAL,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,INCOMPLETE DATA,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,12.0,3.0,11.0,6.0,6.0,7.0,6.0,13.2,13.5,12.3,13.6,14.2,73.1,70.5,53.0,46.3,53.6,60.4,52.4,37.7,52.6,29.5,50.6,31.8,53.2,72.3,2.7,5.2,78.5,76.9,92.9,94.3,-1.0,1.0,0.6,1138278.715,1903151.591,41.89037849,-87.76763207,"{'latitude': '-87.76763207', 'longitude': '41.89037849'}",Not Available
400137,Little Black Pearl Art and Design Academy,1060 E 47th St,Chicago,IL,60653,LEVEL 2,NOT ON PROBATION,-1.0,NOT ENOUGH DATA,20.6,66.7,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,INCOMPLETE DATA,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16.0,68.0,8.0,16.0,10.0,22.0,19.5,10.0,14.8,15.1,13.6,15.0,15.2,83.15,-1.0,63.4,63.2,70.6,68.85,53.7,56.6,64.3,67.8,17.0,1.5,45.15,-1.0,2.9,-1.0,77.7,89.4,94.8,95.3,-1.0,42.7,4.4,1184339.209,1874107.619,41.80972239,-87.59938918,"{'latitude': '-87.59938918', 'longitude': '41.80972239'}",Not Available
609753,Chicago High School for Agricultural Sciences,3857 W 111th St,Chicago,IL,60655,LEVEL 2,NOT ON PROBATION,-1.0,WELL-ORGANIZED,81.7,89.1,VERY STRONG,STRONG,STRONG,VERY STRONG,STRONG,VERY STRONG,STRONG,NEUTRAL,STRONG,PENDING CERTIFICATION,INCOMPLETE DATA,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,38.0,88.0,3.0,27.0,62.0,69.0,56.0,60.0,18.0,17.9,16.7,17.6,20.4,85.4,83.2,73.6,70.8,76.1,71.9,75.9,75.6,75.8,83.7,39.4,22.6,66.8,70.9,2.3,2.5,93.0,93.8,93.9,94.6,-1.0,1.3,2.1,1152383.425,1830663.647,41.69119388,-87.71773863,"{'latitude': '-87.71773863', 'longitude': '41.69119388'}",Not Available
609702,Richard T Crane Technical Preparatory HS,2245 W Jackson Blvd,Chicago,IL,60612,LEVEL 3,ON PROBATION,12.0,ORGANIZED,85.1,100.0,STRONG,NEUTRAL,NEUTRAL,STRONG,NEUTRAL,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,INCOMPLETE DATA,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,68.0,8.0,5.0,2.0,22.0,8.0,3.0,14.8,13.8,12.0,13.6,13.2,83.15,58.1,43.8,35.1,41.7,39.7,39.2,47.5,55.3,45.5,103.5,86.1,50.6,45.0,3.4,4.4,75.2,68.8,93.1,93.7,-1.0,3.4,24.0,1161290.138,1898611.918,41.87747384,-87.68324922,"{'latitude': '-87.68324922', 'longitude': '41.87747384'}",Not Available
609754,Chicago Military Academy High School,3519 S Giles Ave,Chicago,IL,60653,LEVEL 2,NOT ON PROBATION,-1.0,NOT YET ORGANIZED,74.9,69.0,WEAK,WEAK,NEUTRAL,WEAK,WEAK,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,INCOMPLETE DATA,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,81.0,88.0,29.0,73.0,32.0,31.0,35.0,32.0,15.6,16.5,14.4,15.6,17.9,97.8,93.4,75.9,77.0,81.6,68.5,58.6,59.0,77.8,81.8,112.6,147.7,25.2,22.2,2.2,2.2,90.0,89.7,95.8,96.1,-1.0,2.5,9.1,1178881.169,1881647.166,41.83053768,-87.61917837,"{'latitude': '-87.61917837', 'longitude': '41.83053768'}",Not Available
609733,Roger C Sullivan High School,6631 N Bosworth Ave,Chicago,IL,60626,LEVEL 3,ON PROBATION,9.0,PARTIALLY ORGANIZED,70.6,80.0,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,WEAK,WEAK,NEUTRAL,NEUTRAL,NEUTRAL,NOT CERTIFIED,STRONG,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,24.0,1.0,8.0,12.0,12.0,11.0,12.0,13.5,14.0,13.5,14.1,15.0,61.3,62.4,49.2,48.6,52.9,45.2,46.7,57.1,64.3,69.2,65.5,63.6,43.3,36.9,3.3,2.8,80.2,80.2,94.5,95.6,-1.0,5.6,11.3,1164774.883,1944269.292,42.00268694,-87.66915533,"{'latitude': '-87.66915533', 'longitude': '42.00268694'}",Not Available
400012,Amandla Charter High School,6800 S Stewart Ave,Chicago,IL,60621,NOT ENOUGH DATA,NOT APPLICABLE,-1.0,NOT YET ORGANIZED,51.4,57.7,WEAK,NEUTRAL,NEUTRAL,VERY WEAK,VERY WEAK,WEAK,NEUTRAL,WEAK,VERY WEAK,NOT CERTIFIED,INCOMPLETE DATA,88.0,-1.0,-1.0,95.0,51.0,60.0,85.0,66.0,-1.0,-1.0,66.0,7.0,85.0,76.0,25.0,-1.0,-1.0,-1.0,33.0,8.0,24.0,51.0,20.0,-1.0,-1.0,-1.0,11.0,6.0,25.0,53.0,97.0,97.0,8.0,42.0,22.0,22.0,19.5,15.5,15.1,15.1,13.6,15.0,16.05,83.15,-1.0,63.4,63.2,70.6,68.85,53.7,56.6,64.3,67.8,17.0,1.5,45.15,-1.0,2.9,-1.0,93.4,95.8,94.8,95.3,33.3,5.9,4.4,1174661.546,1859841.533,41.77079606,-87.6353099,"{'latitude': '-87.6353099', 'longitude': '41.77079606'}",Not Available
400162,Intrinsic Charter HS,17 N State St,Chicago,IL,60602,NOT ENOUGH DATA,NOT APPLICABLE,-1.0,NOT ENOUGH DATA,71.6,81.5,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,INCOMPLETE DATA,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,36.0,68.0,8.0,42.0,17.0,22.0,19.5,15.5,14.8,15.1,13.6,15.0,16.05,83.15,-1.0,63.4,63.2,70.6,68.85,53.7,56.6,64.3,67.8,17.0,1.5,45.15,-1.0,2.9,-1.0,88.1,89.4,94.8,95.3,-1.0,3.3,4.4,1176403.231,1900547.13,41.88245665,-87.62770005,"{'latitude': '-87.62770005', 'longitude': '41.88245665'}",Not Available
400032,Chicago Intl Charter - Ralph Ellison,1817 W 80th St,Chicago,IL,60620,LEVEL 3,NOT APPLICABLE,-1.0,NOT YET ORGANIZED,75.4,94.7,WEAK,NEUTRAL,NEUTRAL,WEAK,WEAK,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,INCOMPLETE DATA,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,60.0,88.0,50.0,21.0,22.0,19.0,26.0,19.0,14.8,15.8,13.6,15.1,16.5,83.15,-1.0,69.9,66.1,67.9,78.6,65.5,64.2,70.6,72.4,17.0,1.5,45.15,-1.0,2.9,-1.0,94.4,94.7,94.8,95.3,-1.0,6.7,6.2,1165541.672,1851591.485,41.74835504,-87.66897348,"{'latitude': '-87.66897348', 'longitude': '41.74835504'}",Not Available
400136,YCCS-Olive Harvey Middle College HS,10001 S Woodlawn Ave,Chicago,IL,60628,LEVEL 2,NOT ON PROBATION,-1.0,PARTIALLY ORGANIZED,63.4,75.0,WEAK,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,INCOMPLETE DATA,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,99.0,68.0,8.0,99.0,10.0,22.0,19.5,10.0,14.8,15.1,13.6,15.0,15.5,83.15,-1.0,63.4,63.2,70.6,68.85,53.7,56.6,64.3,67.8,17.0,1.5,45.15,-1.0,2.9,-1.0,83.6,89.4,94.8,95.3,-1.0,38.0,4.4,1186575.866,1838846.029,41.71290861,-87.59229973,"{'latitude': '-87.59229973', 'longitude': '41.71290861'}",Not Available
609734,William Howard Taft High School,6530 W Bryn Mawr Ave,Chicago,IL,60631,LEVEL 2,NOT ON PROBATION,-1.0,ORGANIZED,86.2,93.0,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,PENDING CERTIFICATION,EXCELLING,90.0,-1.0,-1.0,-1.0,-1.0,59.0,99.0,20.0,-1.0,-1.0,-1.0,-1.0,11.0,60.0,99.0,-1.0,-1.0,-1.0,-1.0,-1.0,97.0,99.0,99.0,-1.0,-1.0,-1.0,-1.0,-1.0,98.0,99.0,81.0,83.0,50.0,79.0,47.0,53.0,46.0,42.0,16.9,17.2,16.1,16.7,18.8,82.9,73.1,75.8,71.6,77.8,73.5,59.9,63.9,76.3,79.4,15.4,17.2,32.4,40.1,2.9,2.4,90.5,89.3,95.1,95.8,85.8,2.0,3.5,1131556.247,1936856.822,41.98298852,-87.7915383,"{'latitude': '-87.7915383', 'longitude': '41.98298852'}",Not Available
609693,George Westinghouse College Prep,3223 W Franklin Blvd,Chicago,IL,60624,LEVEL 2,NOT ON PROBATION,-1.0,WELL-ORGANIZED,80.6,72.5,STRONG,STRONG,VERY STRONG,STRONG,NEUTRAL,STRONG,NEUTRAL,NEUTRAL,VERY STRONG,NOT CERTIFIED,EXCELLING,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,59.0,97.0,71.0,5.0,69.0,76.0,70.0,63.0,18.5,18.9,16.9,18.6,20.7,87.1,90.2,80.9,63.2,70.6,68.85,53.7,56.6,64.3,67.8,43.6,21.1,74.8,72.1,1.8,2.8,92.4,93.5,95.5,96.5,-1.0,0.8,1.3,1154695.243,1903109.304,41.88994963,-87.70734353,"{'latitude': '-87.70734353', 'longitude': '41.88994963'}",Not Available
609718,John F Kennedy High School,6325 W 56th St,Chicago,IL,60638,LEVEL 2,NOT ON PROBATION,-1.0,NOT YET ORGANIZED,55.9,83.8,WEAK,WEAK,WEAK,WEAK,WEAK,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,INCOMPLETE DATA,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,59.0,97.0,29.0,21.0,39.0,49.0,45.0,30.0,16.6,17.2,14.5,16.3,17.6,75.6,60.4,59.4,60.8,62.8,62.3,53.5,51.5,75.2,75.3,37.0,81.3,23.8,17.7,1.8,2.1,87.1,83.1,94.2,94.9,-1.0,10.6,7.6,1135044.301,1866707.447,41.79042796,-87.78037224,"{'latitude': '-87.78037224', 'longitude': '41.79042796'}",Not Available
400070,Prologue Early College High School,1135 N Cleaver Rd,Chicago,IL,60622,LEVEL 2,NOT ON PROBATION,-1.0,WELL-ORGANIZED,0.0,85.7,VERY STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,VERY STRONG,VERY STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,INCOMPLETE DATA,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,36.0,68.0,8.0,42.0,4.0,22.0,19.5,4.0,14.8,15.1,12.3,13.2,13.7,83.15,-1.0,12.9,4.1,6.1,7.4,28.9,28.2,37.5,61.5,17.0,1.5,45.15,-1.0,2.9,-1.0,52.0,46.5,94.8,95.3,-1.0,15.0,18.7,1166550.642,1907919.021,41.90290225,-87.66366742,"{'latitude': '-87.66366742', 'longitude': '41.90290225'}",Not Available
400098,Noble Street Charter - Muchin College Prep,1 N State St,Chicago,IL,60602,LEVEL 1,NOT APPLICABLE,-1.0,WELL-ORGANIZED,60.2,95.6,VERY STRONG,STRONG,VERY STRONG,VERY STRONG,VERY STRONG,STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,INCOMPLETE DATA,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,42.0,68.0,8.0,42.0,68.0,22.0,19.5,68.0,14.8,15.1,15.1,18.0,21.3,83.15,-1.0,72.9,63.2,70.6,68.85,53.7,56.6,64.3,67.8,17.0,1.5,45.15,-1.0,2.9,-1.0,96.9,96.5,94.8,95.3,-1.0,1.8,3.3,1176411.445,1900423.653,41.88211763,-87.62767361,"{'latitude': '-87.62767361', 'longitude': '41.88211763'}",Not Available
610389,Orr Academy High School,730 N Pulaski Rd,Chicago,IL,60624,LEVEL 3,ON PROBATION,3.0,NOT YET ORGANIZED,63.8,91.3,WEAK,NEUTRAL,NEUTRAL,WEAK,WEAK,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,DEVELOPING,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,24.0,0.0,42.0,4.0,3.0,7.0,5.0,12.3,13.3,12.0,13.6,14.0,44.8,42.9,34.2,37.9,41.9,68.85,53.7,39.0,46.1,61.5,322.4,119.0,61.2,52.2,2.1,4.3,72.8,58.0,94.5,94.3,-1.0,24.4,21.4,1149548.53,1904711.708,41.89444828,-87.72620305,"{'latitude': '-87.72620305', 'longitude': '41.89444828'}",Not Available
400150,YCCS-Chatham Academy HS,9035 S Langley Ave,Chicago,IL,60619,LEVEL 2,NOT ON PROBATION,-1.0,NOT ENOUGH DATA,0.0,54.6,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,INCOMPLETE DATA,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,73.0,68.0,8.0,73.0,5.0,22.0,19.5,5.0,14.8,15.1,13.6,15.0,13.8,83.15,-1.0,63.4,63.2,70.6,68.85,53.7,56.6,64.3,67.8,17.0,1.5,45.15,-1.0,2.9,-1.0,78.4,89.4,94.8,95.3,-1.0,35.6,4.4,1182524.867,1845082.383,41.73011664,-87.60694294,"{'latitude': '-87.60694294', 'longitude': '41.73011664'}",Not Available
400058,North Lawndale College Prep Charter - Christiana,1616 S Spaulding Ave,Chicago,IL,60623,LEVEL 2,NOT APPLICABLE,-1.0,WELL-ORGANIZED,73.7,79.4,NEUTRAL,NEUTRAL,STRONG,STRONG,STRONG,NEUTRAL,NEUTRAL,STRONG,STRONG,NOT CERTIFIED,INCOMPLETE DATA,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,50.0,0.0,42.0,16.0,21.0,12.0,17.0,14.9,14.3,13.5,14.8,16.3,83.15,-1.0,71.7,70.3,74.8,79.7,63.8,61.9,65.7,61.5,3.9,3.3,73.9,-1.0,6.6,-1.0,97.4,95.8,94.8,95.3,-1.0,2.1,3.8,1154593.087,1891648.42,41.85850181,-87.70802532,"{'latitude': '-87.70802532', 'longitude': '41.85850181'}",Not Available
400156,Noble Street Charter  Crimson HS,821 E 103rd St,Chicago,IL,60628,NOT ENOUGH DATA,NOT APPLICABLE,-1.0,NOT ENOUGH DATA,71.6,81.5,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,INCOMPLETE DATA,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,36.0,68.0,8.0,42.0,17.0,22.0,19.5,15.5,14.8,15.1,13.6,15.0,16.05,83.15,-1.0,63.4,63.2,70.6,68.85,53.7,56.6,64.3,67.8,17.0,1.5,45.15,-1.0,2.9,-1.0,88.1,89.4,94.8,95.3,-1.0,3.3,4.4,1183649.971,1836810.314,41.70739096,-87.60307842,"{'latitude': '-87.60307842', 'longitude': '41.70739096'}",Not Available
609760,George Washington Carver Military Academy HS,13100 S Doty Ave,Chicago,IL,60627,LEVEL 2,NOT ON PROBATION,-1.0,ORGANIZED,82.3,74.2,NEUTRAL,NEUTRAL,NEUTRAL,STRONG,NEUTRAL,STRONG,NEUTRAL,NEUTRAL,STRONG,NOT CERTIFIED,INCOMPLETE DATA,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,46.0,92.0,39.0,11.0,29.0,41.0,35.0,18.0,16.3,16.5,14.3,15.4,16.4,89.2,86.3,92.9,81.4,84.7,85.3,46.7,46.9,77.6,75.4,22.0,5.0,32.6,89.7,2.7,4.9,92.2,91.4,95.4,96.0,-1.0,0.9,0.4,1187202.39,1818214.083,41.65627709,-87.5906566,"{'latitude': '-87.5906566', 'longitude': '41.65627709'}",Not Available
610402,DeVry University Advantage Academy HS,3300 N Campbell,Chicago,IL,60618,LEVEL 1,NOT ON PROBATION,-1.0,WELL-ORGANIZED,85.5,90.0,VERY STRONG,STRONG,STRONG,STRONG,VERY STRONG,STRONG,VERY STRONG,VERY STRONG,STRONG,NOT CERTIFIED,DEVELOPING,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,73.0,68.0,8.0,73.0,75.0,22.0,19.5,75.0,14.8,15.1,13.6,15.0,22.0,83.15,-1.0,63.4,63.2,70.6,68.85,73.1,83.0,69.7,84.3,2.1,3.5,30.8,63.6,1.3,2.1,96.6,97.6,96.1,97.0,-1.0,0.0,0.5,1159059.411,1921900.745,41.94142629,-87.6907993,"{'latitude': '-87.6907993', 'longitude': '41.94142629'}",Not Available
400087,Young Women's Leadership Charter High School,2641 S Calumet Ave,Chicago,IL,60616,LEVEL 2,NOT APPLICABLE,-1.0,ORGANIZED,51.3,80.5,NEUTRAL,NEUTRAL,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,STRONG,NEUTRAL,WEAK,NOT CERTIFIED,DEVELOPING,1.0,-1.0,-1.0,-1.0,-1.0,4.0,9.0,2.0,-1.0,-1.0,-1.0,-1.0,33.0,2.0,19.0,-1.0,-1.0,-1.0,-1.0,-1.0,34.0,12.0,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,12.0,3.0,15.0,12.0,13.0,50.0,21.0,20.0,27.0,17.0,14.8,15.8,13.6,15.4,16.2,83.15,-1.0,59.7,62.5,65.3,74.6,67.4,65.9,77.8,73.2,1.6,21.4,45.15,-1.0,2.9,-1.0,93.2,90.3,94.8,95.3,-1.0,4.1,5.6,1178972.384,1886759.684,41.84456472,-87.61868763,"{'latitude': '-87.61868763', 'longitude': '41.84456472'}",Not Available
